Question,Answer
30th July - Result Sharing,30th July - Result Sharing
30th July - Questions part 1,30th July - Questions part 1
30th July - Questions part 2,30th July - Questions part 2
,
10th Sep - Support Call,10th Sep - Support Call
10th Sep - Support Call,10th Sep - Support Call
,
24th Sep - Support Call,24th Sep - Support Call
Question & Answer,Question & Answer
,
Basic LOA Certification Assessment,Basic LOA Certification Assessment
Basic LOA Certification Assessment,Basic LOA Certification Assessment
LOA With Vastu Frequency,
Hindi Vastu Course with Mitesh Khatri,https://www.miteshkhatri.com/VastuCourse
"Lesson 1 - Science of Directions, Elements & Impact on Health & Life","Lesson 1 - Science of Directions, Elements & Impact on Health & Life"
1. How to Attend Vastu Course,1. How to Attend Vastu Course
2. Science Behind Vastu,2. Science Behind Vastu
3. Primary Directions and Their Importance,3. Primary Directions and Their Importance
4. Sub-Directions with Elements Their Importance,4. Sub-Directions with Elements Their Importance
5. Recap,5. Recap
6. How to Predict Specific Health Problems Related to Different Body Parts,6. How to Predict Specific Health Problems Related to Different Body Parts
7. Assignment for this Lesson,7. Assignment for this Lesson
,
Lesson 2 - Importance of 7 Chakras and Impact on Vastu,Lesson 2 - Importance of 7 Chakras and Impact on Vastu
1. Recap of Lesson 1,1. Recap of Lesson 1
2. Understanding 7 Chakras with Vastu Directions,2. Understanding 7 Chakras with Vastu Directions
3. How to Check Vastu Directions Correctly with a Compass,3. How to Check Vastu Directions Correctly with a Compass
Lesson 2 Part 4,Lesson 2 Part 4
,
Lesson 3 - Alternatives for All Vastu Rooms,Lesson 3 - Alternatives for All Vastu Rooms
1. Recap,1. Recap
Alternative Options for Every Room - Part 1,Alternative Options for Every Room - Part 1
Alternative Options for Every Room - Part 2,Alternative Options for Every Room - Part 2
,
Lesson 4 - Understanding Plot Shapes & Extensions,Lesson 4 - Understanding Plot Shapes & Extensions
Recap,Recap
1. Understanding Perfect Shape Slope for Plots,1. Understanding Perfect Shape Slope for Plots
2. South East Extension,2. South East Extension
3. South East Extension Remedies,3. South East Extension Remedies
4. North West Extension,4. North West Extension
5. South West Extension,5. South West Extension
6. North East Extension,6. North East Extension
7. Assignment for Other Shapes,7. Assignment for Other Shapes
,
Lesson 5 - Vastu Remedies with Crystals,Lesson 5 - Vastu Remedies with Crystals
Result Sharing,Result Sharing
Part 1 - 5 Remedies For Vastu,Part 1 - 5 Remedies For Vastu
Part 2 - Crystal Remedies,Part 2 - Crystal Remedies
Questions,Questions
Assignment For Crystal,Assignment For Crystal
,
Lesson 6 - Vastu Remedies with Copper Wire & Mirrors,Lesson 6 - Vastu Remedies with Copper Wire & Mirrors
Recap Results Sharing,Recap Results Sharing
1. Copper Wire Remedy for Vastu Dosh,1. Copper Wire Remedy for Vastu Dosh
2. Mirror Remedy for Vastu Dosh,2. Mirror Remedy for Vastu Dosh
3. Questions,3. Questions
,
Lesson 7 - Color Remedies,Lesson 7 - Color Remedies
Recap,Recap
Vastu Color Remedies,Vastu Color Remedies
Result Sharign,Result Sharign
,
Lesson 8 - LOA Remedies For Vastu,Lesson 8 - LOA Remedies For Vastu
1. Result Sharing & Questions With Nirmal Shah,1. Result Sharing & Questions With Nirmal Shah
2. LOA Remedies For Vastu,2. LOA Remedies For Vastu
,
Lesson 9 - How To Sell Vastu Consultancy & Create YouTube Video,Lesson 9 - How To Sell Vastu Consultancy & Create YouTube Video
Recap,Recap
How to sell Your Vastu Consultancy,How to sell Your Vastu Consultancy
Create YouTube Video,Create YouTube Video
Question & Answer,Question & Answer
One Day Miracle,
Miracle Meet 2025 Zoom Session,https://www.miteshkhatri.com/MiracleMeet
River of Life - Day 1,River of Life - Day 1
Sharing of River of Life Activity,Sharing of River of Life Activity
IMK Coaching Framework,IMK Coaching Framework
Stop Solving Start Evolving Day 3 - Part 1,Stop Solving Start Evolving Day 3 - Part 1
Stop Solving Start Evolving Day 3 - Part 2,Stop Solving Start Evolving Day 3 - Part 2
Special EFT by Indu Ma'am - Day 4,Special EFT by Indu Ma'am - Day 4
,
10th May 2025 Miracle Meet,10th May 2025 Miracle Meet
Day 1,Day 1
Day 1 Part 1,Day 1 Part 1
Day 1 Part 2,Day 1 Part 2
Day 1 Part 3,Day 1 Part 3
Day 1 Part 4,Day 1 Part 4
Day 1 Part 5,Day 1 Part 5
Day 1 Part 6,Day 1 Part 6
Day 1 Part 7,Day 1 Part 7
Day 1 Part 8,Day 1 Part 8
Day 1 Part 9,Day 1 Part 9
Day 1 Part 10,Day 1 Part 10
Day 1 Part 11,Day 1 Part 11
Day 1 Part 12,Day 1 Part 12
Day 1 Part 13,Day 1 Part 13
Day 1 Part 14,Day 1 Part 14
Day 1 Part 15,Day 1 Part 15
Day 1 Part 16,Day 1 Part 16
Day 1 Part 17,Day 1 Part 17
,
Day 2,Day 2
Day 2 Part 1,Day 2 Part 1
Day 2 Part 2,Day 2 Part 2
Day 2 Part 3,Day 2 Part 3
Day 2 Part 4,Day 2 Part 4
Day 2 Part 5,Day 2 Part 5
Day 2 Part 6,Day 2 Part 6
Day 2 Part 7,Day 2 Part 7
Day 2 Part 8,Day 2 Part 8
Day 2 Part 9,Day 2 Part 9
,
25th May 2024 - One Day Miracle Meet,25th May 2024 - One Day Miracle Meet
Part 1,Part 1
Part 2,Part 2
Part 3,Part 3
Part 4,Part 4
Part 5,Part 5
Part 6,Part 6
Part 7,Part 7
Part 8,Part 8
,
One Day Miracle Meet Aug 2023,One Day Miracle Meet Aug 2023
Part 1,Part 1
Part 2,Part 2
Part 3,Part 3
Part 4,Part 4
Part 5,Part 5
Part 6,Part 6
Part 7,Part 7
,
10th Dec 2022 - One Day Miracle Meet Pune,10th Dec 2022 - One Day Miracle Meet Pune
1. Ultimate Life Clarity Part 1,1. Ultimate Life Clarity Part 1
2. Ultimate Life Clarity Part 2,2. Ultimate Life Clarity Part 2
3. Relationship Mastery,3. Relationship Mastery
4. I Live Life Platinum Standard,4. I Live Life Platinum Standard
5. Firewalk Training,5. Firewalk Training
,
28th May 2022 - One Day Miracle Pune Meet,28th May 2022 - One Day Miracle Pune Meet
28th May - Platinum Standard,28th May - Platinum Standard
28th May - Primary Emotions,28th May - Primary Emotions
28th May - Relationship Mastery,28th May - Relationship Mastery
28th May - Tower Building,28th May - Tower Building
28th May - Platinum Party Glass Walk,28th May - Platinum Party Glass Walk
28th May - 1 Day Miracle DMP,28th May - 1 Day Miracle DMP
Digital Coaching Success - Platinum Version,
4th Dec - DCS Support Call,https://www.miteshkhatri.com/CoachingBusiness
4th Dec Lesson 1 - Part 1 Remove Negative Frequency for DCS,4th Dec Lesson 1 - Part 1 Remove Negative Frequency for DCS
Lesson 1 - Part 2 Creating Positive Frequency for DCS,Lesson 1 - Part 2 Creating Positive Frequency for DCS
Lesson 2 - How to Select your Course & Target Audience,Lesson 2 - How to Select your Course & Target Audience
Lesson 3 - How to Create 3 Course Levels & Lessons,Lesson 3 - How to Create 3 Course Levels & Lessons
,
11th Dec - DCS Support Call,11th Dec - DCS Support Call
11th Dec - How to Create Facebooks Ads,11th Dec - How to Create Facebooks Ads
11th Dec - Interview Manifestation Technique,11th Dec - Interview Manifestation Technique
11th Dec - Affirmations & Funnel Guidance,11th Dec - Affirmations & Funnel Guidance
,
18th Dec - DCS Support Call,18th Dec - DCS Support Call
18th Dec - Mindset for Being a Successful Coach,18th Dec - Mindset for Being a Successful Coach
18th Dec - 6 Steps to Be a Successful Digital Coach,18th Dec - 6 Steps to Be a Successful Digital Coach
18th Dec - Questions on Digital Coaching,18th Dec - Questions on Digital Coaching
,
25th Dec - Webinar Selling Formula Explained,25th Dec - Webinar Selling Formula Explained
25th Dec - Questions on 6 Steps,25th Dec - Questions on 6 Steps
25th Dec - How to Create YouTube Videos,25th Dec - How to Create YouTube Videos
25th Dec - Internal Intereference for Selling in Webinars,25th Dec - Internal Intereference for Selling in Webinars
25th Dec - Webinar Selling Formula,25th Dec - Webinar Selling Formula
25th Dec - Questions on Webinar Selling,25th Dec - Questions on Webinar Selling
,
8th Jan - Systems & Content Setup,8th Jan - Systems & Content Setup
8th Jan - End Result Manifestation,8th Jan - End Result Manifestation
8th Jan - Remove Internal Ineterfence,8th Jan - Remove Internal Ineterfence
8th Jan - 6 Step Challenge for DCS,8th Jan - 6 Step Challenge for DCS
8th Jan - Questions,8th Jan - Questions
8th Jan - How to Setup Systems & Content,8th Jan - How to Setup Systems & Content
,
5th Feb 22 - Support Call,5th Feb 22 - Support Call
5th Feb 22 - Support Call Part 1,5th Feb 22 - Support Call Part 1
5th Feb 22 - Support Call Part 2,5th Feb 22 - Support Call Part 2
5th Feb 22 - Support Call Part 3,5th Feb 22 - Support Call Part 3
,
5th Feb 22 - Support Call Part 2,5th Feb 22 - Support Call Part 2
5th Feb 22 - Support Call Part 1,5th Feb 22 - Support Call Part 1
5th Feb 22 - Support Call Part 2,5th Feb 22 - Support Call Part 2
5th Feb 22 - Support Call Part 3,5th Feb 22 - Support Call Part 3
,
26th Feb - DCS Support Call,26th Feb - DCS Support Call
26th Feb - DCS Support Call Part 1,26th Feb - DCS Support Call Part 1
26th Feb - DCS Support Call Part 2,26th Feb - DCS Support Call Part 2
,
5th March - DCS Support Call,5th March - DCS Support Call
5th March - DCS Support Call,5th March - DCS Support Call
,
12th March - DCS Support Call,12th March - DCS Support Call
12th March - DCS Support Call,12th March - DCS Support Call
,
DCS Practice Session,DCS Practice Session
Instagram Ads By Snehi,Instagram Ads By Snehi
,
19th March - DCS Support Call,19th March - DCS Support Call
19th March - DCS Support Call Part 1,19th March - DCS Support Call Part 1
19th March - DCS Support Call Part 2, 19th March - DCS Support Call Part 2
,
26th March - DCS Support Call,26th March - DCS Support Call
26th March - DCS Support Call Part 1,26th March - DCS Support Call Part 1
26th March - DCS Support Call Part 2,26th March - DCS Support Call Part 2
,
9th April - DCS Support Call,9th April - DCS Support Call
9th April - DCS Support Call,9th April - DCS Support Call
,
16th April - DCS Support Call,16th April - DCS Support Call
16th April - DCS Question & Answers,16th April - DCS Question & Answers
,
23rd April - DCS Support Call,23rd April - DCS Support Call
23rd April - DCS Support Call Part 1,23rd April - DCS Support Call Part 1
23rd April - DCS Support Call Part 2,23rd April - DCS Support Call Part 2
,
30th April - DCS Support Call,30th April - DCS Support Call
30th April - DCS Support Call,30th April - DCS Support Call
Handwriting Frequency Course,
Handwriting Analysis First Step, Handwriting Analysis First Step
Day 1 01 welcome Coming From Future,Day 1 01 welcome Coming From Future
Day1 02 Strokes Zones,Day1 02 Strokes Zones
Day1 03 Areas of Improvement 01,Day1 03 Areas of Improvement 01
Day1 04 Areas,Day1 04 Areas
Day1 06-Macro analysis,Day1 06-Macro analysis
Day1 05 online access,Day1 05 online access
Day1 07 size and slant,Day1 07 size and slant
Day1 08 macro analysis explanation,Day1 08 macro analysis explanation
Investing & Saving,
Financial Freedom Session By Modit Massey,Financial Freedom Session By Modit Massey
19th April - Financial Freedom Session By Modit Massey,19th April - Financial Freedom Session By Modit Massey
Basic Financial Planning by Modit Massey,Basic Financial Planning by Modit Massey
26th July - Systematic Approach to Investing For Achieving Financial Goals By Modit Massey,26th July - Systematic Approach to Investing For Achieving Financial Goals By Modit Massey
26th Sep - Retirement Planning,26th Sep - Retirement Planning
15th Nov - Build Your Long-Term Equity Portfolio!,15th Nov - Build Your Long-Term Equity Portfolio!
29th Nov - Make Investing Easy and Profitable Body,29th Nov - Make Investing Easy and Profitable Body
Digital Coaching System,
Restarting Digital Coaching LIVE Sessions,Restarting Digital Coaching LIVE Sessions
Canva Graphic Design Mastery,
Canva Graphic Design Mastery,Canva Graphic Design Mastery
IMK Bonuses,
Bonus Lessons,Bonus Lessons
Advance LOA Lesson 1 Free,Advance LOA Lesson 1 Free
Ho Oponopono Healer Lesson 1 Free,Ho Oponopono Healer Lesson 1 Free
Wealth Mastery Lesson 1 Free,Wealth Mastery Lesson 1 Free
Handwriting Frequency Lesson 1 Free,Handwriting Frequency Lesson 1 Free
Health Mastery Lesson 1 Free,Health Mastery Lesson 1 Free
Relationship Mastery Lesson 1 Free,Relationship Mastery Lesson 1 Free
Practical Spirituality Lesson 1,Practical Spirituality Lesson 1
Platinum Membership 5 Days Challenge,
Platinum Membership Challenge -5Days,https://www.miteshkhatri.com/5DC
26th May'25 - Platinum Membership Challenge Day 1,26th May'25 - Platinum Membership Challenge Day 1
27th May'25 - Platinum Membership Challenge - Day 2,27th May'25 - Platinum Membership Challenge - Day 2
28th May 25 - Platinum Membership Challenge - Day 3, 28th May 25 - Platinum Membership Challenge - Day 3
29th May 25 - Platinum Membership Challenge - Day 4,29th May 25 - Platinum Membership Challenge - Day 4
30th May 25 - Platinum Membership Challenge - Day 5,30th May 25 - Platinum Membership Challenge - Day 5
23rd June'25 - Platinum Membership Challenge Day 1,23rd June'25 - Platinum Membership Challenge Day 1
24th June'25 - Platinum Membership Challenge - Day 2,24th June'25 - Platinum Membership Challenge - Day 2
25th June - Platinum Membership Challenge - Day 3,25th June - Platinum Membership Challenge - Day 3
26th June - Platinum Membership Challenge - Day 4,26th June - Platinum Membership Challenge - Day 4
Jack Canfield Special Session,
Special Session with Jack Canfield,https://www.miteshkhatri.com/JackCanfield
24th Mar - Jack Canfield Special Workshop,24th Mar - Jack Canfield Special Workshop
Penial Gland Meditations,
Meditation Recordings,Meditation Recordings
23rd July - Coherence Breathing Meditation,23rd July - Coherence Breathing Meditation
24th July - Miracle Meditation,24th July - Miracle Meditation
26th Aug - Day 1 of Pineal Gland Meditation,26th Aug - Day 1 of Pineal Gland Meditation
27th Aug - Pineal Gland Meditation Day 2,27th Aug - Pineal Gland Meditation Day 2
9th Sep - Miracle Meditation Preparation Part 1,9th Sep - Miracle Meditation Preparation Part 1
9th Sep - Miracle Meditation on Unlimited Love Part 2 - Meditation,9th Sep - Miracle Meditation on Unlimited Love Part 2 - Meditation
12th Sep - Miracle Healing Day 1,12th Sep - Miracle Healing Day 1
13th Sep - Manifestation & Kaleidoscope Meditation,13th Sep - Manifestation & Kaleidoscope Meditation
20th Sep - Miracle Meditation & Healing Day 2,20th Sep - Miracle Meditation & Healing Day 2
26th Sep - Penial Gland Meditation & Healing with Manifestation,26th Sep - Penial Gland Meditation & Healing with Manifestation
3rd Oct - Part 1 Abundance Meditation Explained,3rd Oct - Part 1 Abundance Meditation Explained
3rd Oct - Part 2 Abundance Meditation Experience,3rd Oct - Part 2 Abundance Meditation Experience
4th Oct - Surrender Meditation while Lying Down,4th Oct - Surrender Meditation while Lying Down
16th Nov - Pineal Gland Meditation,16th Nov - Pineal Gland Meditation
22nd Nov - The Sleeping Meditation,22nd Nov - The Sleeping Meditation
29th Nov - Pineal Gland Meditation - Part 1,29th Nov - Pineal Gland Meditation - Part 1
29th Nov - Pineal Gland Meditation - Part 2,29th Nov - Pineal Gland Meditation - Part 2
27th Dec - Penial Gland Meditation & Manifestation,27th Dec - Penial Gland Meditation & Manifestation
17th Jan - Walking Meditation 1st Session,17th Jan - Walking Meditation 1st Session
,
Platinum Conditioning,Platinum Conditioning
21st Oct'24 - Morning Platinum Conditioning,21st Oct'24 - Morning Platinum Conditioning
21st Oct'24 - Afternoon Platinum Conditioning,21st Oct'24 - Afternoon Platinum Conditioning
21st Oct - Night Sleeping Meditation,21st Oct - Night Sleeping Meditation
22nd Oct'24 - Morning Platinum Conditioning,22nd Oct'24 - Morning Platinum Conditioning
22nd Oct'24 - Afternoon Platinum Conditioning,22nd Oct'24 - Afternoon Platinum Conditioning
22nd Oct - Night Conditioning & Money Attracting Subliminal,22nd Oct - Night Conditioning & Money Attracting Subliminal
23rd Oct - Morning Platinum Conditioning,23rd Oct - Morning Platinum Conditioning
23rd Oct'24 - Afternoon Platinum Conditioning,23rd Oct'24 - Afternoon Platinum Conditioning
23rd Oct - Night Conditioning with My Learning from Sahil,23rd Oct - Night Conditioning with My Learning from Sahil
24Oct - Morning Conditioning,24Oct - Morning Conditioning
24th Oct - Afternoon Conditioning,24th Oct - Afternoon Conditioning
24th Oct - Launching The Magic of 6,24th Oct - Launching The Magic of 6
25th Oct - Morning Platinum Conditioning,25th Oct - Morning Platinum Conditioning
25th Oct - Afternoon Platinum Conditioning,25th Oct - Afternoon Platinum Conditioning
26th Oct - Afternoon Platinum Conditioning,26th Oct - Afternoon Platinum Conditioning
29th Oct - Indu Sharing Dr Joe Experience,29th Oct - Indu Sharing Dr Joe Experience
30th Oct - Morning Platinum Conditioning,30th Oct - Morning Platinum Conditioning
31st Oct - Morning Platinum Conditioning,31st Oct - Morning Platinum Conditioning
1st Nov'24 - Morning Platinum Conditioning,1st Nov'24 - Morning Platinum Conditioning
,
Platinum Weekly Call with Imran Baig,Platinum Weekly Call with Imran Baig
25th June - Platinum Weekly Call with Imran Baig,25th June - Platinum Weekly Call with Imran Baig
,
Platinum Healing Sessions,
Platinum Healing Recording,Platinum Healing Recording
16th March - Platinum Healing,16th March - Platinum Healing
15th March - Platinum Healing,15th March - Platinum Healing
Platinum Special Q&A,Platinum Special Q&A
Inspiration With Disha - Platinum Member Interview,Inspiration With Disha - Platinum Member Interview
5th April Breakthrough Session with Siddhesh,5th April Breakthrough Session with Siddhesh
27th April - Platinum Healing,27th April - Platinum Healing
,
Platinum Session with Indu Mam - Women Special,Platinum Session with Indu Mam - Women Special
Women Special,Women Special
Money Management Session with Indu Khatri,Money Management Session with Indu Khatri
DMP - Daily Magic Practice Recordings,
Platinum DMP,Platinum DMP
,
June'25 DMP Recordings,June'25 DMP Recordings
2nd June - I Deserve It,2nd June - I Deserve It
3rd June - Take a Chill Pill,3rd June - Take a Chill Pill
4th June - Depressed people are arrogant people,4th June - Depressed people are arrogant people
5th June - I Am Unconditionally Happy,5th June - I Am Unconditionally Happy
6th June - I am Responsible for My Feelings,6th June - I am Responsible for My Feelings
7th June - I Am Ready for Divine Energy,7th June - I Am Ready for Divine Energy
9th June - Unlimited Action Unlimited Fun,9th June - Unlimited Action Unlimited Fun
10th June - All i Need is Within Me Now,10th June - All i Need is Within Me Now
11th June - The Universe is With Me,11th June - The Universe is With Me
12th June - Prayers for the Plane Crash Passengers,12th June - Prayers for the Plane Crash Passengers
13th June - Making Money is Very Easy,13th June - Making Money is Very Easy
14th June - I am already Financially Free,14th June - I am already Financially Free
16th June - I Deserve it, 16th June - I Deserve it
17th June - I Love My Life,17th June - I Love My Life
18th June - Manifestation with Handwriting by Imran Sir,18th June - Manifestation with Handwriting by Imran Sir
19th June - I Love Moving,19th June - I Love Moving
20th June - I Am a Master at Relationships,20th June - I Am a Master at Relationships
21st June - I Have Self Esteem Not Money Esteem,21st June - I Have Self Esteem Not Money Esteem
23rd June - Being Happy is So Easy,23rd June - Being Happy is So Easy
24th June - I Can Handle It,24th June - I Can Handle It
25th June - Thank You,25th June - Thank You
26th June'25 - Affirmation Practice,26th June'25 - Affirmation Practice
26th June'25 - Emotional Freedom Technique(EFT),26th June'25 - Emotional Freedom Technique(EFT)
,
May'25 DMP Recording,May'25 DMP Recording
1st May - Ho'Oponopono for Money,1st May - Ho'Oponopono for Money
2nd May'25 - I Am Ready to Evolve,2nd May'25 - I Am Ready to Evolve
3rd May - I AM Ready to Upgrade My Standards,3rd May - I AM Ready to Upgrade My Standards
5th May - I Am Hopeful,5th May - I Am Hopeful
6th May - I Ignore Reality because I Create Reality,6th May - I Ignore Reality because I Create Reality
7th May - Thinking Good about Yourself - Imran Sir,7th May - Thinking Good about Yourself - Imran Sir
8th May - India Pak Peace Prayer,8th May - India Pak Peace Prayer
9th May - I can Restart,9th May - I can Restart
10th May - I am Enough I believe in my self,10th May - I am Enough I believe in my self
12th May - I Am Ready to Let Go of My Past,12th May - I Am Ready to Let Go of My Past
13th May - Thank You,13th May - Thank You
14th May - Is handwriting Pseudo or Occult with Imran Baig,14th May - Is handwriting Pseudo or Occult with Imran Baig
15th May - When Nothing is Working The Universe is Working,15th May - When Nothing is Working The Universe is Working
16th May - I Am Comfortable Being a Millionaire,16th May - I Am Comfortable Being a Millionaire
"17th May DMP - I Am Healed, I Leave the Past Behind","17th May DMP - I Am Healed, I Leave the Past Behind"
19th May - 21 Days Visualization Challenge,19th May - 21 Days Visualization Challenge
20th May - I Am Ready to Think BIG,20th May - I Am Ready to Think BIG
21st May - Live Signature Analysis with Imran Baig,21st May - Live Signature Analysis with Imran Baig
22nd May - I Am ready to Raise My Standards,22nd May - I Am ready to Raise My Standards
23rd - I Am Ready to Surrender,23rd - I Am Ready to Surrender
24th May - I Have Self Esteem Not Money Esteem,24th May - I Have Self Esteem Not Money Esteem
26th May - Ready to Live Life Platinum Standards,26th May - Ready to Live Life Platinum Standards
27th May -Enough Of Blaming Enough oF Complaining,27th May -Enough Of Blaming Enough oF Complaining
28th May - I am ready to live Infinity Goal,28th May - I am ready to live Infinity Goal
29th May - My Life is Whole & Complete,29th May - My Life is Whole & Complete
30th May'25 - I Replace Desperation with Satisfaction,30th May'25 - I Replace Desperation with Satisfaction
31st May - I Am A Peaceful Achiever,31st May - I Am A Peaceful Achiever
,
Apr'25 DMP Recording,Apr'25 DMP Recording
1st Apr - I will have fun with my family,1st Apr - I will have fun with my family
2nd Apr - I have two mind conscious mind and Subconscious,2nd Apr - I have two mind conscious mind and Subconscious
3rd Apr - I take 100% responsibilities whatever happen in Thailand & Myanmar,3rd Apr - I take 100% responsibilities whatever happen in Thailand & Myanmar
4th April - I Am 100 Percent Responsible for My Feelings,4th April - I Am 100 Percent Responsible for My Feelings
5th April - Unlimited Action Unlimited Fun,5th April - Unlimited Action Unlimited Fun
7th Mar - I am Balanced,7th Mar - I am Balanced
"8th Apr - I Love Myself, I am Enough","8th Apr - I Love Myself, I am Enough"
9th April - I Have An Excellent Relationship with Money,9th April - I Have An Excellent Relationship with Money
10th Apr - I Am Enough I Believe in Myself 1,10th Apr - I Am Enough I Believe in Myself 1
"11th April - I Am Healed, I Leave the Past Behind","11th April - I Am Healed, I Leave the Past Behind"
12th April - I Am A Peaceful Achiever,12th April - I Am A Peaceful Achiever
14th April - I can restart,14th April - I can restart
15th Apr - I Am Ready for Divine Energy,15th Apr - I Am Ready for Divine Energy
16th April - Take a Chill Pill,16th April - Take a Chill Pill
17th April - I Replace Desperation with Satisfaction,17th April - I Replace Desperation with Satisfaction
18th april - I am already Financially Free,18th april - I am already Financially Free
19th Apr - This Weekend My Life is Perfect,19th Apr - This Weekend My Life is Perfect
21st Apr - I Am Honest with Myself,21st Apr - I Am Honest with Myself
22nd April - My Magic is in My Words,22nd April - My Magic is in My Words
23rd Apr - My Happiness is More Imp Than My Goals,23rd Apr - My Happiness is More Imp Than My Goals
24th Apr - Healing for Kashmir,24th Apr - Healing for Kashmir
25th Apr - Making Money is Very Easy,25th Apr - Making Money is Very Easy
26th Apr DMP - My Emotions are My Habits,26th Apr DMP - My Emotions are My Habits
28th Apr - I Have SO Much in Life,28th Apr - I Have SO Much in Life
29th Apr - Ho'Oponopono for Health,29th Apr - Ho'Oponopono for Health
30th Apr - Ho'Oponopono for Relationship,30th Apr - Ho'Oponopono for Relationship
,
Mar'25 DMP Recording,Mar'25 DMP Recording
1st March - I Love Myself The Way I Am,1st March - I Love Myself The Way I Am
3rd March - YES I CAN!,3rd March - YES I CAN!
4th Mar - My Life is Complete,4th Mar - My Life is Complete
5th Mar - Interview of Jack Canfield,5th Mar - Interview of Jack Canfield
6th Mar - Everybody has something good and something bad,6th Mar - Everybody has something good and something bad
"7th Mar - I Don't Know How, Its DONE!","7th Mar - I Don't Know How, Its DONE!"
8th Mar - My Life is Perfect,8th Mar - My Life is Perfect
10th Mar - Unlimited Action Unlimited Fun,10th Mar - Unlimited Action Unlimited Fun
11th Mar - I am a Giver,11th Mar - I am a Giver
12th Mar - I Am Comfortable as a Habit,12th Mar - I Am Comfortable as a Habit
13th Mar - I Am Happy Unconditionally,13th Mar - I Am Happy Unconditionally
14th - I am who I say,14th - I am who I say
15th Mar - Say NO to Low Quality Emotions,15th Mar - Say NO to Low Quality Emotions
17th Mar - I Have Self Esteem Not Money Esteem,17th Mar - I Have Self Esteem Not Money Esteem
18th Mar - I am a Gratitude King/Queen,18th Mar - I am a Gratitude King/Queen
19th Mar - I Invite Successful Energy,19th Mar - I Invite Successful Energy
20th March - I Live Life Platinum Standards,20th March - I Live Life Platinum Standards
21st Mar - Making Money is Very Easy,21st Mar - Making Money is Very Easy
22nd Mar - I Am Hopeful,22nd Mar - I Am Hopeful
24th Mar - I Am Ready for Blessings,24th Mar - I Am Ready for Blessings
25th Mar - I Have SO Much in Life,25th Mar - I Have SO Much in Life
26th Mar - To be Consistent,26th Mar - To be Consistent
27th Mar - I have No Limits,27th Mar - I have No Limits
28th Mar - I Am Emotionally Independent,28th Mar - I Am Emotionally Independent
29th Mar - Take a Chill Pill,29th Mar - Take a Chill Pill
31st Mar - I am Bigger Than My Problems,31st Mar - I am Bigger Than My Problems
,
Feb'25 DMP Recording,Feb'25 DMP Recording
1st Feb - Feeling Relaxed is Very Easy for Me,1st Feb - Feeling Relaxed is Very Easy for Me
3rd Feb - The Universe is Inside Me,3rd Feb - The Universe is Inside Me
4th Feb - My Emotions are My Habits copy,4th Feb - My Emotions are My Habits copy
5th Feb - I Am Not My Personality,5th Feb - I Am Not My Personality
6th Feb - Life is a Beautiful Balance,6th Feb - Life is a Beautiful Balance
7th Feb - I Release All My Guilt,7th Feb - I Release All My Guilt
8th Feb - My Life is Perfect,8th Feb - My Life is Perfect
10th Feb - I AM Ready to Upgrade My Standards,10th Feb - I AM Ready to Upgrade My Standards
11h Feb - All My Problem Bring It ON,11h Feb - All My Problem Bring It ON
12th Feb - Spread Love & Healing,12th Feb - Spread Love & Healing
13th - I Am ready to Let Go of Hurt,13th - I Am ready to Let Go of Hurt
14th feb - Happy Valentine Day Special DMP,14th feb - Happy Valentine Day Special DMP
15th Feb - I Am Unconditionally Happy,15th Feb - I Am Unconditionally Happy
17th Feb - Unlimited Action Unlimited Fun,17th Feb - Unlimited Action Unlimited Fun
18th Feb - I Promise to Share My Gift,18th Feb - I Promise to Share My Gift
19th Feb - I Have Decided,19th Feb - I Have Decided
"20th Feb - I Forgive Myself, I Start a New Life","20th Feb - I Forgive Myself, I Start a New Life"
21st Feb - Yes I Have SO What I can Start Again,21st Feb - Yes I Have SO What I can Start Again
22nd Feb - I Am Happy I Have Everything I Need,22nd Feb - I Am Happy I Have Everything I Need
24th Feb - I Am Ready To Upgrade My Life,24th Feb - I Am Ready To Upgrade My Life
25th Feb - I Have No Limits,25th Feb - I Have No Limits
26th Feb - Special Maha Shivratri OM Meditation,26th Feb - Special Maha Shivratri OM Meditation
27th Feb - Universe is my Partner,27th Feb - Universe is my Partner
28th Feb - Ho'Oponopono Practice,28th Feb - Ho'Oponopono Practice
,
Jan'25 DMP Recording,Jan'25 DMP Recording
1st Jan - Happy New Me,1st Jan - Happy New Me
2nd Jan - I am ready to release my negative energy,2nd Jan - I am ready to release my negative energy
3rd Jan - Its easy to be Happy,3rd Jan - Its easy to be Happy
4th Jan - I Am Happy I Have Everything I Need,4th Jan - I Am Happy I Have Everything I Need
6th Jan - I believe in Myself,6th Jan - I believe in Myself
"7th Jan - I Dont Feel, I Create Feelings","7th Jan - I Dont Feel, I Create Feelings"
"8th Jan - When Nothing is Working, My Universe is Working","8th Jan - When Nothing is Working, My Universe is Working"
9th Jan - Thank You to Everyone Everything,9th Jan - Thank You to Everyone Everything
10th Jan - Ho'Oponopono,10th Jan - Ho'Oponopono
13th Jan - I am Emotionally RICH,13th Jan - I am Emotionally RICH
"14th Jan - What I Don't Have, I Give","14th Jan - What I Don't Have, I Give"
15th Jan - Yes I have the Energy,15th Jan - Yes I have the Energy
16th Jan - DMP I Am Unconditionally Happy,16th Jan - DMP I Am Unconditionally Happy
17th Jan - I Am The Universe,17th Jan - I Am The Universe
